product_id,category,warehouse,month,stock_level,units_sold,units_expired,total_stock_cost_eur,storage_cost_eur,waste_cost_eur,revenue_eur,reorder_triggered
PROD0249,Vitamins & Supplements,Munich,2024-09,418,167,12,115154.82,9212.3,3305.88,61084.53,0
PROD0250,Prescription Drugs,Frankfurt,2024-09,900,348,28,48456.0,3396.6,1507.52,24622.08,0
PROD0251,Vaccines,Frankfurt,2024-09,803,432,11,5853.87,249.73,80.19,3678.55,0
PROD0252,Specialty Pharma,Mannheim HQ,2024-09,140,37,0,13948.2,622.86,0.0,4519.73,1
PROD0253,Specialty Pharma,Munich,2024-09,3792,668,170,1602764.64,83408.83,71853.9,325957.93,0
PROD0254,OTC Medication,Cologne,2024-09,2693,1355,127,307863.76,23652.62,14518.64,182604.73,0
PROD0255,Vitamins & Supplements,Frankfurt,2024-09,1726,697,11,9234.1,415.97,58.85,4455.73,0
PROD0256,Vaccines,Berlin,2024-09,548,123,18,10148.96,234.54,333.36,2786.16,0
PROD0257,Vaccines,Cologne,2024-09,977,433,29,147976.42,10469.53,4392.34,85886.04,0
PROD0258,OTC Medication,Hamburg,2024-09,2888,949,103,40922.96,3041.06,1459.51,15611.01,0
PROD0259,Prescription Drugs,Hamburg,2024-09,666,262,13,37569.06,2745.25,733.33,17325.29,0
PROD0260,Vitamins & Supplements,Berlin,2024-09,1866,1024,61,156538.74,5346.09,5117.29,104750.32,0
PROD0261,Prescription Drugs,Mannheim HQ,2024-09,1459,808,23,15888.51,1117.59,250.47,10467.04,0
PROD0262,OTC Medication,Berlin,2024-09,1538,418,3,47416.54,3558.93,92.49,16599.86,0
PROD0263,Specialty Pharma,Hamburg,2024-09,1418,732,67,964.24,55.3,45.56,652.28,0
PROD0264,OTC Medication,Frankfurt,2024-09,2106,1135,53,20407.14,1558.44,513.57,13810.65,0
PROD0265,Prescription Drugs,Munich,2024-09,3529,871,161,86319.34,3285.5,3938.06,28878.07,0
PROD0266,Specialty Pharma,Hamburg,2024-09,2706,435,29,20051.46,476.26,214.89,4289.59,0
PROD0267,Prescription Drugs,Frankfurt,2024-09,2679,1596,97,629136.36,34288.52,22779.48,467997.83,0
PROD0268,Prescription Drugs,Berlin,2024-09,457,27,16,2719.15,93.68,95.2,217.14,0
PROD0269,Vaccines,Mannheim HQ,2024-09,2897,392,59,56578.41,4368.68,1152.27,9090.5,0
PROD0270,Vaccines,Hamburg,2024-09,374,60,3,14488.76,1049.07,116.22,3081.75,1
PROD0271,Medical Devices,Cologne,2024-09,1554,882,3,290131.8,6085.46,560.1,227635.47,0
PROD0272,Specialty Pharma,Cologne,2024-09,2204,794,34,13025.64,341.62,200.94,6794.59,0
PROD0273,OTC Medication,Berlin,2024-09,2543,1330,116,340075.39,17943.41,15512.68,247202.15,0
PROD0274,Specialty Pharma,Cologne,2024-09,2368,1002,0,79375.36,2455.62,0.0,45788.87,0
PROD0275,Prescription Drugs,Munich,2024-09,39,21,1,397.8,9.01,10.2,308.54,1
PROD0276,Medical Devices,Hamburg,2024-09,2047,830,39,118030.02,9365.02,2248.74,59475.57,0
PROD0277,Prescription Drugs,Munich,2024-09,2971,1581,111,124930.55,4643.67,4667.55,86353.8,0
PROD0278,Medical Devices,Berlin,2024-09,1434,606,57,23101.74,1068.33,918.27,12964.09,0
PROD0279,Vitamins & Supplements,Munich,2024-09,2654,202,107,95570.54,4755.97,3853.07,10146.27,0
PROD0280,Medical Devices,Cologne,2024-09,968,375,27,20192.48,917.66,563.22,10616.6,0
PROD0281,Vaccines,Berlin,2024-09,332,85,10,12599.4,329.68,379.5,3741.57,1
PROD0282,Medical Devices,Frankfurt,2024-09,1866,520,45,136777.8,8624.65,3298.5,47432.33,0
PROD0283,Medical Devices,Mannheim HQ,2024-09,1085,501,12,241000.2,15329.97,2665.44,129230.87,0
PROD0284,Medical Devices,Mannheim HQ,2024-09,3281,577,144,24607.5,603.7,1080.0,5530.49,0
PROD0285,Specialty Pharma,Munich,2024-09,1005,495,28,430361.1,33210.22,11990.16,248792.87,0
PROD0286,Prescription Drugs,Mannheim HQ,2024-09,2717,1178,91,8640.06,296.15,289.38,4462.31,0
PROD0287,Vaccines,Frankfurt,2024-09,2969,798,57,81944.4,2393.01,1573.2,27450.14,0
PROD0288,Vitamins & Supplements,Frankfurt,2024-09,328,114,14,22005.52,621.89,939.26,10445.27,0
PROD0289,Specialty Pharma,Munich,2024-09,580,208,11,26906.2,2089.16,510.29,11415.26,0
PROD0290,Vitamins & Supplements,Hamburg,2024-09,2258,349,59,35428.02,2650.89,925.71,6976.5,0
PROD0291,Specialty Pharma,Munich,2024-09,1892,893,38,48813.6,3893.74,980.4,28118.0,0
PROD0292,OTC Medication,Munich,2024-09,389,100,19,7130.37,507.26,348.27,2267.41,0
PROD0293,Prescription Drugs,Berlin,2024-09,4461,2562,217,72848.13,4376.24,3543.61,55136.64,0
PROD0294,Medical Devices,Munich,2024-09,2562,706,100,235165.98,14746.87,9179.0,81303.05,0
PROD0295,Vaccines,Mannheim HQ,2024-09,2392,867,84,121585.36,9618.23,4269.72,56426.17,0
PROD0296,Prescription Drugs,Frankfurt,2024-09,841,189,16,12127.22,658.5,230.72,3849.32,0
PROD0297,Vaccines,Mannheim HQ,2024-09,1355,783,28,132071.85,5092.09,2729.16,94804.81,0
PROD0298,Vitamins & Supplements,Mannheim HQ,2024-09,452,221,2,21641.76,595.74,95.76,14681.93,0
PROD0299,Vitamins & Supplements,Cologne,2024-09,874,333,7,76763.42,3918.14,614.81,37104.89,0
PROD0300,OTC Medication,Frankfurt,2024-09,1472,623,31,103776.0,7745.66,2185.5,60431.35,0
PROD0301,Vaccines,Berlin,2024-09,1199,284,17,14687.75,438.83,208.25,4604.44,0
PROD0302,Medical Devices,Berlin,2024-09,1242,251,36,21002.22,1485.43,608.76,6002.76,0
PROD0303,OTC Medication,Berlin,2024-09,992,290,1,80540.48,4580.06,81.19,30791.04,0
PROD0304,Vaccines,Munich,2024-09,2977,1733,143,205085.53,6207.05,9851.27,143430.93,0
PROD0305,Vaccines,Mannheim HQ,2024-09,1011,68,37,32655.3,811.83,1195.1,2742.11,0
PROD0306,Vaccines,Frankfurt,2024-09,3626,545,154,138223.12,8064.22,5870.48,28397.58,0
PROD0307,Medical Devices,Berlin,2024-09,1891,1111,82,290117.22,14208.97,12580.44,235418.39,0
PROD0308,Prescription Drugs,Mannheim HQ,2024-09,2356,224,31,38355.68,1130.88,504.68,4366.25,0
PROD0309,OTC Medication,Frankfurt,2024-09,244,134,12,15579.4,445.79,766.2,11304.93,1
PROD0310,Vitamins & Supplements,Berlin,2024-09,634,51,11,16471.32,838.15,285.78,1569.5,0
PROD0311,Vitamins & Supplements,Berlin,2024-09,539,42,15,13744.5,645.72,382.5,1336.66,0
PROD0312,Medical Devices,Frankfurt,2024-09,2357,732,24,291749.46,13154.42,2970.72,112001.04,0
PROD0313,Vaccines,Berlin,2024-09,3533,1537,86,315037.61,9888.87,7668.62,177044.72,0
PROD0314,Vitamins & Supplements,Berlin,2024-09,1205,148,2,105919.5,5279.11,175.8,15914.55,0
PROD0315,Vitamins & Supplements,Munich,2024-09,212,58,4,33629.56,1849.7,634.52,12144.76,0
PROD0316,Vitamins & Supplements,Cologne,2024-09,317,117,2,10765.32,649.85,67.92,4746.19,1
PROD0317,Prescription Drugs,Munich,2024-09,2722,477,13,204313.32,14905.67,975.78,50013.65,0
PROD0318,Medical Devices,Hamburg,2024-09,653,202,6,14901.46,343.48,136.92,5489.66,0
PROD0319,Vaccines,Mannheim HQ,2024-09,690,124,29,33713.4,1455.9,1416.94,7573.27,0
PROD0320,Vaccines,Frankfurt,2024-09,1736,905,45,49180.88,1333.25,1274.85,33551.49,0
PROD0321,Medical Devices,Berlin,2024-09,3387,409,84,125996.4,8227.02,3124.8,20155.12,0
PROD0322,Vitamins & Supplements,Mannheim HQ,2024-09,2779,1407,120,187971.56,4271.32,8116.8,136963.41,0
PROD0323,Vitamins & Supplements,Hamburg,2024-09,2334,901,103,28964.94,837.91,1278.23,13123.22,0
PROD0324,Vaccines,Munich,2024-09,2563,1268,55,1045293.92,45549.64,22431.2,741225.89,0
PROD0325,Vaccines,Frankfurt,2024-09,1219,389,35,12068.1,841.11,346.5,4773.45,0
PROD0326,Vitamins & Supplements,Berlin,2024-09,1193,355,25,9198.03,367.44,192.75,3466.11,0
PROD0327,Specialty Pharma,Cologne,2024-09,438,38,7,58218.96,1257.5,930.44,7224.71,0
PROD0328,Specialty Pharma,Frankfurt,2024-09,2441,779,6,209022.83,10205.82,513.78,94422.38,0
PROD0329,OTC Medication,Munich,2024-09,376,66,6,26331.28,576.41,420.18,6464.5,0
PROD0330,Vitamins & Supplements,Hamburg,2024-09,1420,706,17,99953.8,2906.74,1196.63,57648.86,0
PROD0331,Vaccines,Cologne,2024-09,666,119,19,21731.58,1383.28,619.97,4998.38,0
PROD0332,Vaccines,Cologne,2024-09,480,155,13,5414.4,264.0,146.64,2119.71,0
PROD0333,Vitamins & Supplements,Berlin,2024-09,1063,39,19,38555.01,2034.58,689.13,1725.16,0
PROD0334,OTC Medication,Berlin,2024-09,1947,871,64,28601.43,1530.34,940.16,17560.3,0
PROD0335,Specialty Pharma,Cologne,2024-09,2910,1660,101,310526.1,19345.68,10777.71,245235.87,0
PROD0336,Vaccines,Berlin,2024-09,4623,134,8,128334.48,4780.18,222.08,4894.01,0
PROD0337,Vitamins & Supplements,Berlin,2024-09,765,180,9,9409.5,726.75,110.7,2924.08,0
PROD0338,Medical Devices,Mannheim HQ,2024-09,1341,410,6,30199.32,1231.04,135.12,11041.96,0
PROD0339,Specialty Pharma,Munich,2024-09,461,269,14,25055.35,804.91,760.9,20713.54,0
PROD0340,OTC Medication,Frankfurt,2024-09,152,79,4,2559.68,164.92,67.36,1605.08,1
PROD0341,Specialty Pharma,Munich,2024-09,203,58,3,2507.05,145.96,37.05,1004.57,0
PROD0342,Medical Devices,Hamburg,2024-09,145,39,3,6432.2,167.47,133.08,2268.03,0
PROD0343,Vitamins & Supplements,Hamburg,2024-09,1719,989,6,76375.17,3714.76,266.58,52686.06,0
PROD0344,Medical Devices,Cologne,2024-09,1339,452,50,24128.78,567.74,901.0,10193.53,0
PROD0345,Vaccines,Cologne,2024-09,1905,709,93,35852.1,2545.08,1750.26,18836.08,0
PROD0346,OTC Medication,Hamburg,2024-09,869,121,12,38018.75,2557.47,525.0,6299.79,0
PROD0347,Prescription Drugs,Berlin,2024-09,737,339,14,4296.71,232.16,81.62,2278.35,0
PROD0348,Vitamins & Supplements,Frankfurt,2024-09,375,54,10,2295.0,118.12,61.2,419.84,1
PROD0349,Vitamins & Supplements,Munich,2024-09,949,240,13,13267.02,909.14,181.74,4742.05,0
PROD0350,Specialty Pharma,Cologne,2024-09,1167,42,14,29910.21,932.43,358.82,1301.63,0
PROD0351,Vaccines,Munich,2024-09,1908,979,56,91755.72,2800.94,2693.04,55098.62,0
PROD0352,Vaccines,Mannheim HQ,2024-09,1489,145,54,289610.5,12757.75,10503.0,39060.29,0
PROD0353,Vitamins & Supplements,Munich,2024-09,1580,855,1,146434.4,2989.36,92.68,101528.98,0
PROD0354,Medical Devices,Berlin,2024-09,1775,310,61,48510.75,2666.05,1667.13,11292.74,0
PROD0355,Specialty Pharma,Cologne,2024-09,1566,788,40,50691.42,1732.0,1294.8,31240.05,0
PROD0356,OTC Medication,Cologne,2024-09,317,64,8,3150.98,158.18,79.52,854.06,1
PROD0357,Specialty Pharma,Berlin,2024-09,1784,134,10,57783.76,3286.13,323.9,6217.29,0
PROD0358,OTC Medication,Cologne,2024-09,1548,256,74,36254.16,2876.18,1733.08,7895.13,0
PROD0359,Vitamins & Supplements,Cologne,2024-09,463,269,5,22585.14,1570.5,243.9,16015.13,0
PROD0360,Vaccines,Frankfurt,2024-09,612,158,22,7509.24,467.57,269.94,2763.31,0
PROD0361,Prescription Drugs,Frankfurt,2024-09,1685,154,5,104065.6,3343.04,308.8,11300.23,0
PROD0362,Medical Devices,Hamburg,2024-09,2632,958,17,548403.52,14791.84,3542.12,286232.03,0
PROD0363,Prescription Drugs,Hamburg,2024-09,192,31,7,5579.52,382.27,203.42,1229.95,0
PROD0364,Vitamins & Supplements,Frankfurt,2024-09,866,358,8,46443.58,1089.43,429.04,23765.23,0
PROD0365,Specialty Pharma,Hamburg,2024-09,1744,139,56,132212.64,4661.71,4245.36,14692.53,0
PROD0366,Vaccines,Mannheim HQ,2024-09,902,443,16,18454.92,837.96,327.36,12219.48,0
PROD0367,Prescription Drugs,Mannheim HQ,2024-09,1340,493,13,58062.2,2161.42,563.29,29895.88,0
PROD0368,Specialty Pharma,Cologne,2024-09,2072,1034,41,69660.64,5422.42,1378.42,48579.74,0
PROD0369,Vitamins & Supplements,Mannheim HQ,2024-09,1754,236,79,65301.42,3981.58,2941.17,12177.77,0
PROD0370,Prescription Drugs,Frankfurt,2024-09,960,290,3,12576.0,548.16,39.3,4809.14,0
PROD0371,Prescription Drugs,Berlin,2024-09,4569,951,137,155802.9,7442.9,4671.7,45780.78,0
PROD0372,Vitamins & Supplements,Munich,2024-09,997,177,43,60019.4,2859.4,2588.6,13753.44,0
PROD0373,Specialty Pharma,Mannheim HQ,2024-09,257,106,8,48555.01,3329.43,1511.44,28270.78,1
PROD0374,OTC Medication,Mannheim HQ,2024-09,204,43,2,21358.8,556.51,209.4,5605.1,1
PROD0375,OTC Medication,Mannheim HQ,2024-09,327,169,10,143454.9,6331.37,4387.0,93830.72,0
PROD0376,Prescription Drugs,Frankfurt,2024-09,2419,597,91,31906.61,2539.95,1200.29,9657.33,0
PROD0377,Vaccines,Cologne,2024-09,1140,170,15,107536.2,7430.52,1414.95,20777.02,0
PROD0378,Specialty Pharma,Munich,2024-09,1324,212,57,54628.24,2448.08,2351.82,11563.88,0
PROD0379,Specialty Pharma,Hamburg,2024-09,425,223,5,194824.25,10394.23,2292.05,120617.72,0
PROD0380,Vaccines,Cologne,2024-09,447,42,1,5609.85,252.55,12.55,625.02,0
PROD0381,OTC Medication,Hamburg,2024-09,1038,545,2,12549.42,432.85,24.18,8043.33,0
PROD0382,Vitamins & Supplements,Frankfurt,2024-09,3006,1429,141,48486.78,2170.33,2274.33,29383.35,0
PROD0383,OTC Medication,Munich,2024-09,1130,648,3,2926.7,102.83,7.77,2267.21,0
PROD0384,Vitamins & Supplements,Mannheim HQ,2024-09,340,136,1,5990.8,312.46,17.62,3376.14,0
PROD0385,Vitamins & Supplements,Frankfurt,2024-09,2058,616,88,27412.56,1539.38,1172.16,9524.64,0
PROD0386,Vitamins & Supplements,Berlin,2024-09,1367,250,19,54228.89,2071.0,753.73,12453.97,0
PROD0387,Specialty Pharma,Cologne,2024-09,1118,383,11,55788.2,4461.94,548.9,25408.11,0
PROD0388,Vitamins & Supplements,Frankfurt,2024-09,1018,525,6,320293.34,12586.55,1887.78,198514.07,0
PROD0389,Vaccines,Berlin,2024-09,1320,524,49,136752.0,5265.48,5076.4,74618.37,0
PROD0390,Vitamins & Supplements,Cologne,2024-09,1100,245,35,18227.0,877.8,579.95,5222.01,0
PROD0391,Medical Devices,Mannheim HQ,2024-09,548,30,11,6175.96,332.09,123.97,475.76,0
PROD0392,Prescription Drugs,Frankfurt,2024-09,821,93,7,49062.96,3733.09,418.32,7017.71,0
PROD0393,Medical Devices,Munich,2024-09,1713,715,41,11631.27,462.51,278.39,6580.89,0
PROD0394,Vitamins & Supplements,Cologne,2024-09,2225,1230,82,663495.0,50827.9,24452.4,463892.61,0
PROD0395,Specialty Pharma,Cologne,2024-09,999,219,47,136223.64,6734.26,6408.92,40935.45,0
PROD0396,OTC Medication,Cologne,2024-09,871,296,12,16427.06,867.52,226.32,6758.84,0
PROD0397,Vaccines,Mannheim HQ,2024-09,368,95,9,1560.32,119.6,38.16,516.73,1
PROD0398,Vitamins & Supplements,Cologne,2024-09,102,39,4,17147.22,581.09,672.44,9193.13,0
PROD0399,Vaccines,Berlin,2024-09,4236,2103,153,122250.96,2888.95,4415.58,80358.99,0
PROD0400,Prescription Drugs,Frankfurt,2024-09,2737,44,69,400313.62,21255.54,10091.94,8297.78,0
PROD0401,Specialty Pharma,Frankfurt,2024-09,3447,700,2,16855.83,1323.65,9.78,4819.77,0
PROD0402,OTC Medication,Mannheim HQ,2024-09,3166,1588,129,51067.58,2627.78,2080.77,34715.41,0
PROD0403,Medical Devices,Berlin,2024-09,412,176,10,13727.84,929.47,333.2,7077.3,0
PROD0404,Vitamins & Supplements,Munich,2024-09,1018,528,16,35670.72,2832.08,560.64,24739.22,0
PROD0405,Specialty Pharma,Mannheim HQ,2024-09,1609,426,54,31053.7,794.85,1042.2,11020.49,0
PROD0406,Prescription Drugs,Mannheim HQ,2024-09,1008,183,38,70479.36,4381.78,2656.96,17559.38,0
PROD0407,Specialty Pharma,Frankfurt,2024-09,584,139,8,5372.8,422.23,73.6,1541.59,0
PROD0408,OTC Medication,Cologne,2024-09,603,262,10,16829.73,1233.13,279.1,10152.84,0
PROD0409,Prescription Drugs,Berlin,2024-09,356,111,4,13620.56,1007.48,153.04,4906.23,1
PROD0410,OTC Medication,Mannheim HQ,2024-09,390,122,11,23942.1,1860.3,675.29,9832.48,0
PROD0411,Prescription Drugs,Munich,2024-09,818,434,38,63624.04,3425.78,2955.64,40175.2,0
PROD0412,Specialty Pharma,Berlin,2024-09,896,397,36,7696.64,331.52,309.24,4663.62,0
PROD0413,Vaccines,Berlin,2024-09,406,58,18,2131.5,49.53,94.5,376.29,0
PROD0414,Medical Devices,Frankfurt,2024-09,515,185,24,79016.45,6106.87,3682.32,36137.9,0
PROD0415,Prescription Drugs,Berlin,2024-09,322,58,10,15887.48,1064.85,493.4,3562.1,0
PROD0416,Medical Devices,Hamburg,2024-09,2917,1455,102,39350.33,1805.62,1375.98,23941.73,0
PROD0417,Prescription Drugs,Berlin,2024-09,1046,494,42,222818.92,15125.16,8946.84,143753.11,0
PROD0418,OTC Medication,Cologne,2024-09,845,350,26,32152.25,2154.75,989.3,16003.75,0
PROD0419,Medical Devices,Mannheim HQ,2024-09,2687,1500,75,366345.58,9337.33,10225.5,275929.82,0
PROD0420,Medical Devices,Munich,2024-09,1612,63,55,57886.92,1460.47,1975.05,2857.54,0
PROD0421,Vitamins & Supplements,Mannheim HQ,2024-09,1421,699,33,557941.44,14158.84,12957.12,366960.73,0
PROD0422,Vitamins & Supplements,Berlin,2024-09,320,185,10,87094.4,3904.32,2721.7,59370.85,1
PROD0423,Vaccines,Munich,2024-09,898,129,14,22054.88,1347.9,343.84,4265.75,0
PROD0424,Medical Devices,Hamburg,2024-09,301,31,8,31984.26,919.86,850.08,4355.3,0
PROD0425,Vitamins & Supplements,Hamburg,2024-09,1008,180,4,72414.72,4848.48,287.36,18047.77,0
PROD0426,Specialty Pharma,Hamburg,2024-09,313,65,4,53560.56,2979.45,684.48,13106.09,0
PROD0427,OTC Medication,Mannheim HQ,2024-09,948,98,23,9859.2,758.4,239.2,1401.15,0
PROD0428,Medical Devices,Berlin,2024-09,2153,250,91,162400.79,7445.07,6864.13,23793.39,0
PROD0429,Medical Devices,Cologne,2024-09,699,242,34,82433.07,2642.22,4009.62,36391.49,0
PROD0430,Medical Devices,Cologne,2024-09,2217,842,38,8890.17,549.82,152.38,4788.06,0
PROD0431,Medical Devices,Berlin,2024-09,330,169,3,2643.3,182.16,24.03,1772.32,0
PROD0432,Vaccines,Frankfurt,2024-09,467,49,12,1340.29,106.94,34.44,174.77,0
PROD0433,Specialty Pharma,Cologne,2024-09,549,88,26,13159.53,428.77,623.22,2955.31,0
PROD0434,Vitamins & Supplements,Hamburg,2024-09,89,22,3,6972.26,197.67,235.02,2073.86,1
PROD0435,Specialty Pharma,Cologne,2024-09,4159,2059,113,835543.1,37925.92,22701.7,554909.13,0
PROD0436,Vaccines,Frankfurt,2024-09,2214,520,106,80124.66,3529.12,3836.14,23412.54,0
PROD0437,Vaccines,Berlin,2024-09,512,218,20,119690.24,7432.7,4675.4,64747.96,0
PROD0438,Prescription Drugs,Cologne,2024-09,598,179,24,3779.36,226.64,151.68,1553.93,0
PROD0439,Vaccines,Cologne,2024-09,2668,911,33,11445.72,672.34,141.57,4749.68,0
PROD0440,Prescription Drugs,Mannheim HQ,2024-09,1692,134,78,52418.16,1862.89,2416.44,4949.51,0
PROD0441,Vaccines,Cologne,2024-09,1906,316,22,100065.0,5454.97,1155.0,19452.29,0
PROD0442,Vitamins & Supplements,Frankfurt,2024-09,300,24,9,9552.0,586.8,286.56,1037.01,0
PROD0443,Vitamins & Supplements,Berlin,2024-09,147,56,2,407.19,18.38,5.54,206.86,0
PROD0444,Medical Devices,Berlin,2024-09,1935,250,36,57585.6,2724.48,1071.36,10191.47,0
PROD0445,Medical Devices,Mannheim HQ,2024-09,629,310,7,4352.68,201.28,48.44,2524.93,0
PROD0446,Medical Devices,Cologne,2024-09,1104,177,52,81662.88,2196.96,3846.44,18043.11,0
PROD0447,Specialty Pharma,Cologne,2024-09,1370,644,35,70431.7,2439.97,1799.35,43789.03,0
PROD0448,Medical Devices,Hamburg,2024-09,2386,217,83,25577.92,1982.77,889.76,2787.45,0
PROD0449,Specialty Pharma,Munich,2024-09,329,48,0,5879.23,343.48,0.0,1001.1,0
PROD0450,Specialty Pharma,Munich,2024-09,345,128,13,3205.05,150.42,120.77,1374.96,0
PROD0451,Specialty Pharma,Munich,2024-09,516,21,1,15851.52,581.53,30.72,742.93,0
PROD0452,Vaccines,Berlin,2024-09,859,402,10,89499.21,3539.94,1041.9,54942.77,0
PROD0453,Specialty Pharma,Frankfurt,2024-09,969,577,25,9835.35,766.48,253.75,7066.31,0
PROD0454,Vaccines,Frankfurt,2024-09,635,21,20,38500.05,1033.78,1212.6,1705.55,0
PROD0455,Vaccines,Cologne,2024-09,516,111,8,9045.48,563.99,140.24,2380.3,0
PROD0456,Specialty Pharma,Berlin,2024-09,1138,260,35,14555.02,393.75,447.65,4532.31,0
PROD0457,Medical Devices,Munich,2024-09,904,185,26,26324.48,1333.4,757.12,7556.82,0
PROD0458,Vaccines,Hamburg,2024-09,1463,195,72,13986.28,435.97,688.32,2572.95,0
PROD0459,Vaccines,Hamburg,2024-09,360,35,14,6134.4,228.96,238.56,757.09,0
PROD0460,Vaccines,Berlin,2024-09,1487,462,20,11702.69,902.61,157.4,5078.65,0
PROD0461,Vitamins & Supplements,Frankfurt,2024-09,3772,1019,58,1319860.52,78114.35,20294.78,429008.48,0
PROD0462,Vitamins & Supplements,Hamburg,2024-09,738,125,32,25497.9,1257.55,1105.6,5756.13,0
PROD0463,OTC Medication,Mannheim HQ,2024-09,887,228,13,12684.1,463.01,185.9,4546.19,0
PROD0464,Vitamins & Supplements,Cologne,2024-09,3503,361,129,149963.43,9952.02,5522.49,19331.41,0
PROD0465,Prescription Drugs,Mannheim HQ,2024-09,702,343,34,20315.88,732.89,983.96,14134.38,0
PROD0466,Vaccines,Cologne,2024-09,957,201,25,24307.8,1130.22,635.0,6567.91,0
PROD0467,Specialty Pharma,Munich,2024-09,1155,464,35,79926.0,3026.1,2422.0,39860.21,0
PROD0468,Medical Devices,Hamburg,2024-09,668,20,4,54902.92,3948.55,328.76,1984.0,0
PROD0469,OTC Medication,Frankfurt,2024-09,2905,1055,40,50895.6,3122.88,700.8,22371.39,0
PROD0470,OTC Medication,Munich,2024-09,462,98,3,7664.58,514.21,49.77,2197.96,0
PROD0471,Vaccines,Frankfurt,2024-09,2149,478,44,51167.69,1886.82,1047.64,16153.46,0
PROD0472,Specialty Pharma,Berlin,2024-09,1142,634,46,2386.78,130.19,96.14,1864.15,0
PROD0473,OTC Medication,Mannheim HQ,2024-09,1286,508,41,6918.68,550.41,220.58,3723.7,0
PROD0474,OTC Medication,Cologne,2024-09,3349,1527,5,571875.24,22488.53,853.8,331627.25,0
PROD0475,Vitamins & Supplements,Frankfurt,2024-09,3789,1995,126,903297.6,52341.25,30038.4,601973.63,0
PROD0476,Prescription Drugs,Mannheim HQ,2024-09,2867,108,108,70413.52,3110.69,2652.48,3651.55,0
PROD0477,Vitamins & Supplements,Berlin,2024-09,3174,778,148,209960.1,11531.14,9790.2,61763.53,0
PROD0478,Specialty Pharma,Cologne,2024-09,4637,2160,25,223086.07,9255.45,1202.75,146200.65,0
PROD0479,Vitamins & Supplements,Hamburg,2024-09,1184,273,49,1577431.36,109617.09,65282.21,426462.62,0
PROD0480,Medical Devices,Frankfurt,2024-09,1286,498,56,163206.26,8923.55,7106.96,90817.36,0
PROD0481,Medical Devices,Mannheim HQ,2024-09,268,137,8,7611.2,173.13,227.2,5285.41,0
PROD0482,OTC Medication,Hamburg,2024-09,797,323,26,8384.44,168.17,273.52,4498.45,0
PROD0483,Specialty Pharma,Munich,2024-09,2232,1337,31,10758.24,778.97,149.42,8456.94,0
PROD0484,Medical Devices,Berlin,2024-09,1262,378,63,53344.74,3194.12,2663.01,19228.93,0
PROD0485,Specialty Pharma,Cologne,2024-09,168,39,6,2244.48,139.1,80.16,658.11,1
PROD0486,Specialty Pharma,Mannheim HQ,2024-09,1693,566,49,10174.93,333.52,294.49,4691.28,0
PROD0487,Vaccines,Hamburg,2024-09,1486,382,73,22646.64,465.12,1112.52,8143.54,0
PROD0488,Vitamins & Supplements,Munich,2024-09,406,102,14,3670.24,178.64,126.56,1116.86,0
PROD0489,Specialty Pharma,Mannheim HQ,2024-09,2586,1058,41,648517.08,25161.78,10281.98,332460.11,0
PROD0490,OTC Medication,Cologne,2024-09,283,89,10,26995.37,771.18,953.9,10871.47,1
PROD0491,Vaccines,Munich,2024-09,1488,29,56,48806.4,2264.74,1836.8,1304.53,0
PROD0492,Vitamins & Supplements,Cologne,2024-09,326,168,0,63755.82,2967.58,0.0,42170.88,0
PROD0493,OTC Medication,Frankfurt,2024-09,2703,993,36,98227.02,6265.55,1308.24,49778.3,0
PROD0494,OTC Medication,Berlin,2024-09,1853,886,75,21828.34,1280.42,883.5,15097.64,0
PROD0495,Specialty Pharma,Cologne,2024-09,2651,148,112,546026.47,39613.89,23068.64,40306.23,0
PROD0496,OTC Medication,Hamburg,2024-09,1848,1012,2,116830.56,4409.33,126.44,84370.6,0
PROD0497,Vitamins & Supplements,Mannheim HQ,2024-09,4575,2458,117,43645.5,1505.17,1116.18,29126.35,0
PROD0498,Prescription Drugs,Berlin,2024-09,2916,1039,65,76836.6,2146.18,1712.75,36076.76,0
PROD0499,Vaccines,Munich,2024-09,611,227,8,7075.38,465.58,92.64,3082.32,0
PROD0500,Prescription Drugs,Munich,2024-09,2312,416,102,14565.6,325.99,642.6,3492.16,0
PROD0001,Specialty Pharma,Mannheim HQ,2024-10,1114,329,7,66951.4,4317.86,420.7,25176.56,0
PROD0002,Specialty Pharma,Cologne,2024-10,1040,315,29,29172.0,1880.32,813.45,11536.81,0
PROD0003,Prescription Drugs,Mannheim HQ,2024-10,530,125,12,38181.2,1264.58,864.48,12336.16,0
PROD0004,Vaccines,Cologne,2024-10,569,214,9,117185.55,6913.35,1853.55,60949.92,0
PROD0005,Vitamins & Supplements,Berlin,2024-10,1312,48,33,32800.0,2248.77,825.0,1484.41,0
PROD0006,Specialty Pharma,Berlin,2024-10,260,62,10,6500.0,238.42,250.0,2080.1,1
PROD0007,Prescription Drugs,Hamburg,2024-10,1794,40,41,395236.14,10198.89,9032.71,12685.06,0
PROD0008,Prescription Drugs,Hamburg,2024-10,529,36,5,43996.93,2295.33,415.85,3801.16,0
PROD0009,Specialty Pharma,Berlin,2024-10,1914,100,50,36078.9,1971.42,942.5,2394.07,0
PROD0010,Medical Devices,Munich,2024-10,597,29,26,37909.5,2728.89,1651.0,2418.46,0
PROD0011,Specialty Pharma,Munich,2024-10,1304,567,32,24762.96,1045.81,607.68,13540.68,0
